Text,Language,text_length,text_length_log
"hvis du vil have nogen, der bare lyder som at græde og klage over noget, der ikke sker, kan du sige, kom, jeg kan du gøre det, jeg?",Danish,131,4.882801922586371
kom nu.,Danish,7,2.0794415416798357
du kan gøre det du kan videregive toefl du kan videregive gmat du får det kommer.,Danish,81,4.406719247264253
"du kan gøre det, hvis nogen klarer sig rigtig godt, du kan fortælle dem, fortsæt det gode arbejde, fortsæt det gode arbejde som vær så god som dig, og fortsæt det gode arbejde, fortsæt med at være en anden sætning er dagligdags, og dette er hvad amerikanere sige.",Danish,263,5.575949103146316
"det lyser, hvilket betyder, at det er forbløffende, at mange amerikanere sagde i Californien.",Danish,93,4.543294782270004
"åh, det er tændt, og du har sikkert hørt det i sange, der ' lyser, hvis nogen har succes efter fiaskoer, så du kan sige der, du går, jeg fortalte dig, at du vil komme derhen, du går, hvis nogen spørger dig, om du er træt, og du vil sige, at du overhovedet ikke er træt, du kan sige ikke lidt nah.",Danish,296,5.6937321388027
"jeg vil fortsætte, jeg er ikke træt af det, når nogen spørger, om du er sikker, og du er ret sikker på, at du kan sige, at der ikke er plads til det?",Danish,149,5.0106352940962555
det er ikke det værd.,Danish,21,3.091042453358316
"du er så meget bedre end det problem, du græder over det ' s ikke dine tårer værd.",Danish,82,4.418840607796598
"det er ikke det værd, jeg personligt elsker sætningen du rocker, hvilket betyder at du er fantastisk.",Danish,101,4.624972813284271
rocker du rock?,Danish,15,2.772588722239781
"nej, du har gjort et fantastisk stykke arbejde.",Danish,47,3.871201010907891
"du rocker, hvis nogen ikke fungerer rigtig godt, og du vil have dem til at arbejde hårdere, du kan sige, at du skal gå en ekstra mil, hvilket betyder, at du som at arbejde hårdere skal gå en ekstra mil.",Danish,202,5.313205979041787
"en anden måde at sige det samme på, som du kan sige, øg dit spil som at arbejde hårdere, arbejde bedre, øg dit spil.",Danish,116,4.762173934797756
hvis nogen græder og ikke vil have det.,Danish,39,3.6888794541139363
"det synker, du siger, træk dig sammen som at tage dig selv bogstaveligt talt og træk dig sammen, stop med at arbejde, stop med at græde, træk dig sammen.",Danish,153,5.0369526024136295
hej ro dig selv sammen en anden sætning.,Danish,40,3.713572066704308
"Jeg elsker at du solgte mig, fordi folk nogle gange beskriver deres rejse eller nogen de købte, og de beskriver det er så godt.",Danish,127,4.852030263919617
"og de er som om jeg vil købe det samme, og jeg fortæller dem, at du solgte det, du solgte mig, jeg ville ikke købe det okay, du solgte mig, hvis du ikke er interesseret i samtalen.",Danish,180,5.198497031265826
"du er som at sidde, du kan sige, at jeg ikke kunne bryde mig mindre, det er så kedeligt.",Danish,88,4.48863636973214
Jeg er ikke interesseret.,Danish,25,3.258096538021482
"Jeg kunne ikke bryde mig mindre, hvis nogen spørger dig om noget, og dette er en rigtig nem beslutning for dig, som om nogen fortæller, at du skal tage mine 1 million dollars, og du siger, det er en no-brainer.",Danish,210,5.351858133476067
Jeg tager det.,Danish,14,2.70805020110221
"dette er en no-brainer betyder, at det er en rigtig nem beslutning for dig, hvis du har gjort noget forkert, og du indrømmer det, kan du sige, at jeg har ødelagt ja fyre.",Danish,170,5.14166355650266
Jeg ved.,Danish,8,2.1972245773362196
Jeg fejlede.,Danish,12,2.5649493574615367
dette er min fejltagelse.,Danish,25,3.258096538021482
"Jeg skruede op Jeg skruede det op, hvis du vil have nogen til at arbejde i stedet for mig, kan du sige.",Danish,103,4.6443908991413725
"kan du dække mig ligesom kan du arbejde i stedet for mig, mens jeg ' Jeg ser min ven.",Danish,85,4.454347296253507
"kan du dække mig, det er tid til at rejse og fyre, jeg må hellere gå, hvilket betyder, at jeg allerede skal gå.",Danish,111,4.718498871295094
det ved du.,Danish,11,2.4849066497880004
det er faktisk kl.,Danish,18,2.9444389791664403
lige nu.,Danish,8,2.1972245773362196
jeg må hellere gå en anden måde at sige farvel på.,Danish,50,3.9318256327243257
"Jeg kan sige pas på, hvilket betyder at tage sig af dig selv.",Danish,61,4.127134385045092
Vi ses senere.,Danish,14,2.70805020110221
Pas på.,Danish,7,2.0794415416798357
"Jeg ved ikke hvilken dag det er, når du ser denne video, men hvis det er fredag ​​for eksempel weekend.",Danish,103,4.6443908991413725
du kan sige tak himlen er fredag ​​eller tror himlen sagde lørdag weekend opdagelse.,Danish,84,4.442651256490317
"jeg er så glad for, at det var fyre 50 sætninger på engelsk, lad mig vide, om dette var nyttigt ved at lide denne video og kommentere nedenfor, hvis du kender flere seje sætninger.",Danish,180,5.198497031265826
"det ville være godt, der er en rød knap derovre et eller andet sted.",Danish,68,4.23410650459726
Hej og velkommen.,Danish,17,2.8903717578961645
"i denne video vil jeg give dig 100 almindelige og meget nyttige sætninger, som du kan bruge i samtale.",Danish,102,4.634728988229636
når du hører en sætning øve sig efter mig.,Danish,42,3.7612001156935624
"prøv at kopiere min udtale nøjagtigt inklusive den stemmetone, jeg bruger.",Danish,74,4.31748811353631
okay lad os begynde.,Danish,20,3.044522437723423
"grundlæggende hilsner, hvordan går det?",Danish,39,3.6888794541139363
hvordan går det?,Danish,16,2.833213344056216
hvad så?,Danish,8,2.1972245773362196
dejligt at møde dig.,Danish,20,3.044522437723423
lang tid siden.,Danish,15,2.772588722239781
hvordan har du haft det?,Danish,24,3.2188758248682006
mange tak.,Danish,10,2.3978952727983707
hvad med dig?,Danish,13,2.6390573296152584
ikke meget.,Danish,11,2.4849066497880004
det sædvanlige.,Danish,15,2.772588722239781
jeg er nødt til at komme i gang.,Danish,32,3.4965075614664802
"det var et glædeligt møde, du ser dig senere.",Danish,45,3.828641396489095
holde kontakt.,Danish,14,2.70805020110221
Spørger om information.,Danish,23,3.1780538303479458
"kunne du fortælle mig, hvad dette ord betyder?",Danish,46,3.8501476017100584
"ville du tilfældigvis vide, hvor biblioteket er?",Danish,48,3.8918202981106265
tøver.,Danish,6,1.9459101490553132
det er et godt spørgsmål.,Danish,25,3.258096538021482
Lad mig se.,Danish,11,2.4849066497880004
lad mig tænke et øjeblik.,Danish,25,3.258096538021482
beder om gentagelse.,Danish,20,3.044522437723423
undskyld mig?,Danish,13,2.6390573296152584
"undskyld, det fangede jeg ikke.",Danish,31,3.4657359027997265
har du noget imod at gentage det?,Danish,33,3.5263605246161616
"kan du tale lidt langsommere, Vær venlig?",Danish,41,3.7376696182833684
"siger ""jeg ved det ikke"".",Danish,25,3.258096538021482
"Jeg er bange for, at jeg ikke har nogen idé.",Danish,44,3.8066624897703196
"kan ikke hjælpe dig der, undskyld.",Danish,34,3.5553480614894135
slår mig.,Danish,9,2.302585092994046
meninger.,Danish,9,2.302585092994046
hvad mener du om det?,Danish,21,3.091042453358316
hvad er dit syn på dette?,Danish,25,3.258096538021482
det synes jeg er en god idé.,Danish,28,3.367295829986474
"Jeg tror ærligt talt ikke, at det kommer til at fungere.",Danish,56,4.04305126783455
"så vidt jeg er bekymret for, er dette den bedste restaurant i byen.",Danish,67,4.219507705176107
undgår et spørgsmål.,Danish,20,3.044522437723423
Jeg har ikke en mening om sagen.,Danish,32,3.4965075614664802
lad mig komme tilbage til dig om det.,Danish,37,3.6375861597263857
jeg har ikke frihed til at sige.,Danish,32,3.4965075614664802
enig og uenig.,Danish,14,2.70805020110221
Jeg kunne ikke være mere enig.,Danish,30,3.4339872044851463
du har helt ret.,Danish,16,2.833213344056216
Jeg er enig med dig 100%.,Danish,25,3.258096538021482
du rammer neglen på hovedet.,Danish,28,3.367295829986474
"Jeg er ikke sikker på, at jeg er enig.",Danish,38,3.6635616461296463
"Jeg er bange for, at jeg er uenig.",Danish,34,3.5553480614894135
"Jeg tror, ​​du tager fejl.",Danish,26,3.295836866004329
afbryder høfligt.,Danish,17,2.8903717578961645
undskyld at afbryde dig.,Danish,24,3.2188758248682006
kan jeg stoppe dig der et øjeblik?,Danish,34,3.5553480614894135
"har du noget imod det, hvis jeg springer herinde?",Danish,49,3.912023005428146
Fortsæt.,Danish,8,2.1972245773362196
gå videre.,Danish,10,2.3978952727983707
lad mig afslutte.,Danish,17,2.8903717578961645
hold et øjeblik.,Danish,16,2.833213344056216
forslag.,Danish,8,2.1972245773362196
"hvad siger du, vi går i biografen?",Danish,34,3.5553480614894135
hvad med at have pizza til middag i aften?,Danish,42,3.7612001156935624
det ville være rart.,Danish,20,3.044522437723423
lyder godt for mig.,Danish,19,2.995732273553991
det er jeg ikke sikker på.,Danish,26,3.295836866004329
"nej, det tror jeg ikke.",Danish,23,3.1780538303479458
laver planer.,Danish,13,2.6390573296152584
hvad laver du i aften?,Danish,22,3.1354942159291497
har du planer om i morgen?,Danish,26,3.295836866004329
er du fri næste lørdag?,Danish,23,3.1780538303479458
vil du gøre noget i weekenden?,Danish,30,3.4339872044851463
"sikkert, hvad har du i tankerne?",Danish,32,3.4965075614664802
"jeg er fri hele weekenden, lad os gøre noget.",Danish,45,3.828641396489095
"nej, undskyld, jeg har allerede gale nogle planer.",Danish,50,3.9318256327243257
jeg har lidt travlt i morgen.,Danish,29,3.4011973816621555
"Jeg ville elske at gøre noget, men det kan jeg ikke.",Danish,52,3.970291913552122
tilladelse.,Danish,11,2.4849066497880004
"har du noget imod det, hvis jeg bruger din mobiltelefon?",Danish,56,4.04305126783455
"ville det være okay, hvis jeg tog fri i morgen?",Danish,47,3.871201010907891
"ja, vær venlig at gå videre.",Danish,28,3.367295829986474
Nej slet ikke.,Danish,14,2.70805020110221
desværre er jeg nødt til at sige nej.,Danish,37,3.6375861597263857
"jeg ville hellere have, at du ikke gjorde det.",Danish,46,3.8501476017100584
jeg er bange for at jeg gør det.,Danish,32,3.4965075614664802
fremsætter anmodninger.,Danish,23,3.1780538303479458
"kunne du give mig saltet, Vær venlig?",Danish,37,3.6375861597263857
har du noget imod at låne mig nogle penge?,Danish,42,3.7612001156935624
"Jeg spekulerede på, om du kunne hjælpe mig med dette.",Danish,53,3.9889840465642745
"sikkert, ikke noget problem.",Danish,28,3.367295829986474
Ja selvfølgelig.,Danish,16,2.833213344056216
Jeg vil gerne hjælpe.,Danish,21,3.091042453358316
"undskyld, jeg kan ikke lige nu.",Danish,31,3.4657359027997265
"Jeg er bange for, at jeg ikke kan. fremsætter tilbud.",Danish,53,3.9889840465642745
kan jeg skaffe dig et glas vand?,Danish,32,3.4965075614664802
hvad med noget is?,Danish,18,2.9444389791664403
"vil du have, at jeg giver dig en tur hjem?",Danish,42,3.7612001156935624
ja tak.,Danish,7,2.0794415416798357
"det ville være godt, tak.",Danish,25,3.258096538021482
"Jeg har det godt, men tak for at tilbyde.",Danish,41,3.7376696182833684
"nej, jeg er god, tak.",Danish,21,3.091042453358316
takke folk.,Danish,11,2.4849066497880004
tusind tak.,Danish,11,2.4849066497880004
skål jeg sætter stor pris på det.,Danish,33,3.5263605246161616
det er meget venligt af dig.,Danish,28,3.367295829986474
Jeg kan ikke takke dig nok.,Danish,27,3.332204510175204
det er ikke noget.,Danish,18,2.9444389791664403
nævner det ikke.,Danish,16,2.833213344056216
